what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170745773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170746380
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339170753673
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339170755892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170758184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170759952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170767669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170814321
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339170817053
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339170817069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170909682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170974473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170977984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170990717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170994128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170998546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339170999445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171005589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171006779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171018212
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339171018501
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339171018507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171021024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171027276
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339171034344
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339171034349
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339171037733
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339171040405
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339171047542
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339171048179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339171113446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171264613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171301635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171306012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171307477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171308701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171366913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171388024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171391101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171403451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171452903
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339171455747
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339171455803
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339171455810
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339171461428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171465848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171477419
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339171481320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171488767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171500211
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339171500236
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339171502770
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339171502775
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339171505379
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339171506019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171573565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171575363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171582139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171595143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171650867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171653715
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339171655323
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339171655353
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339171655359
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339171659527
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1339171663169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171672890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171674099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171680616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171682993
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339171689813
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1339171691707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171705414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171746034
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339171746048
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339171758483
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339171786523
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339171786529
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339171790324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171792231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171795817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339171819563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171834772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171836749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171844019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171848189
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339171848528
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339171848609
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339171848618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171853952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339171856962
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339171861740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339173118405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339173123119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339173127164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339173158774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339173160656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339175387365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339175399779
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339176153774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176154216
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339176154301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176156600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176157620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176157843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176440358
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339176442003
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1339176442386
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339176454337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176555970
error,log,,,"Failed to load properties file for project 'Reboot Notifier'",1339176601183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176602172
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1339176608442
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339176608913
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339176610462
error,log,,,"",1339176610975
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1339176611058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176611355
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339176611446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176614252
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339176615861
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339176616143
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339176616144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176625339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176643788
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339176644458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339176644493
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339176649621
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339176651166
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339176651216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176658123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176660362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176662798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176668100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339176670496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176672244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176673541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176676699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176678361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339176703246
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339176727095
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339176728982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176730584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339176731948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339176749141
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339176753714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339176757548
