what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1339097911304
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1339097911752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339097912780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339097916247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339097947207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339097971771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098002275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098073053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339098116028
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1339098133843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098135968
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339098139618
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1339098144322
error,log,,,"The specified JRE installation does not exist",1339098144590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098144816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098148235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098166366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098195628
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339098199665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339098201662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098203064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098208965
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1339098212823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098213887
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339098220482
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1339098229731
error,log,,,"The specified JRE installation does not exist",1339098229825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098229847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098235840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098241536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098246868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1339098246965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098247860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098263614
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339098265273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098271713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339098273582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098274909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098276773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098278298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098315441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339098326178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098327616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098337541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339098392203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339098397419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339098398486
