what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1339046044391
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1339046044391
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1339046044391
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1339046044391
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1339046044391
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1339046044391
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1339046044391
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1339046044392
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1339046044392
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1339046044392
os,sysinfo,,,"macosx",1339046044394
arch,sysinfo,,,"x86",1339046044394
ws,sysinfo,,,"cocoa",1339046044394
locale,sysinfo,,,"en_US",1339046044394
processors,sysinfo,,,"2",1339046044395
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1339046044395
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-10M3527",1339046044395
java.specification.name,sysinfo,,,"Java Platform API Specification",1339046044395
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1339046044395
java.specification.version,sysinfo,,,"1.6",1339046044395
java.vendor,sysinfo,,,"Apple Inc.",1339046044395
java.version,sysinfo,,,"1.6.0_29",1339046044395
java.vm.info,sysinfo,,,"mixed mode",1339046044395
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1339046044395
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1339046044395
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1339046044395
java.vm.specification.version,sysinfo,,,"1.0",1339046044395
java.vm.vendor,sysinfo,,,"Apple Inc.",1339046044395
java.vm.version,sysinfo,,,"20.4-b02-402",1339046044395
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1339046053716
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1339046053875
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1339046054005
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1339046057272
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1339046057299
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1339046057408
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1339046057500
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1339046057597
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1339046057630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339046058070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339046192383
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1339046203036
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1339048295027
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1339048295091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339048302295
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1339048302327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339048313566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339048315591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339048315609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339048707920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339049028349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339049597414
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1339049597573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339049604324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339049606714
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339049606960
